CIN,COMPANY,AMOUNT,DISTRICT
U40109DL2012PTC235990,RENEW WIND ENERGY (KARNATAKA) PRIVATE LIMITED,2600000,SHEOPUR
U40109GJ2004SGC045195,GUJARAT URJA VIKAS NIGAM LIMITED,1000000,GANDHINAGAR
U40109GJ2004SGC045195,GUJARAT URJA VIKAS NIGAM LIMITED,10000000,NARMADA
U40109GJ2004SGC045195,GUJARAT URJA VIKAS NIGAM LIMITED,5300000,VADODARA
U40109GJ2004SGC045195,GUJARAT URJA VIKAS NIGAM LIMITED,5100000,VADODARA
U40109KA1999SGC025521,KARNATAKA POWER TRANSMISSION CORPORATION LIMITED,12800000,BANGALORE RURAL
U40109KA2002SGC030425,MANGALORE ELECTRICITY SUPPLY COMPANY LIMITED,3100000,DAKSHINA KANNADA
U40109KA2002SGC030425,MANGALORE ELECTRICITY SUPPLY COMPANY LIMITED,1800000,DAKSHINA KANNADA
U40109KA2002SGC030425,MANGALORE ELECTRICITY SUPPLY COMPANY LIMITED,400000,DAKSHINA KANNADA
U40109KA2009PLC059547,MARU TRANSMISSION SERVICE COMPANY LIMITED,500000,BARAN
U40109MH2008PTC178769,WELSPUN SOLAR AP PRIVATE LIMITED,2600000,JODHPUR
U40109MH2008PTC178769,WELSPUN SOLAR AP PRIVATE LIMITED,700000,JODHPUR
U40109MH2008PTC178769,WELSPUN SOLAR AP PRIVATE LIMITED,1000000,KOLKATA
U40109MH2008PTC187215,INSPIRA ENTERPRISE INDIA PRIVATE LIMITED,400000,JAIPUR
U40109MP2001SGC014880,MADHYA PRADESH POWER TRANSMISSION COMPANY LIMITED,500000,NARSINGHPUR
U40109RJ2000SGC016485,RAJASTHAN RAJYA VIDYUT PRASARAN NIGAM LIMITED,800000,JAIPUR
U40109RJ2000SGC016485,RAJASTHAN RAJYA VIDYUT PRASARAN NIGAM LIMITED,800000,JHALAWAR
U40109RJ2000SGC016485,RAJASTHAN RAJYA VIDYUT PRASARAN NIGAM LIMITED,800000,JHALAWAR
U40109TG1994PLC017199,HINDUJA NATIONAL POWER CORPORATION LTD,200000,KURNOOL
U40109TG1994PLC017199,HINDUJA NATIONAL POWER CORPORATION LTD,700000,MUMBAI CITY
U40109TG1994PLC017199,HINDUJA NATIONAL POWER CORPORATION LTD,3400000,VISAKHAPATNAM
U40109TG1998SGC030806,ANDHRA PRADESH POWER GENERATION CORPORATION LIMITED,600000,CHITTOOR
U40109TG1998SGC030806,ANDHRA PRADESH POWER GENERATION CORPORATION LIMITED,30200000,GUNTUR
U40109TG1998SGC030806,ANDHRA PRADESH POWER GENERATION CORPORATION LIMITED,30200000,KRISHNA
U40109TG1999PTC031814,MEENAKSHI POWER PRIVATE LIMITED,4600000,KORAPUT
U40109TG1999PTC031814,MEENAKSHI POWER PRIVATE LIMITED,3500000,KORAPUT
U40109TG1999PTC031814,MEENAKSHI POWER PRIVATE LIMITED,2000000,KORAPUT
U40109TG2000SGC034119,NORTHERN POWER DISTRIBUTION COMPANY OF TELANGANA LIMITED,100000,NEW DELHI
U40109TG2001PLC036265,LANCO AMARKANTAK POWER LIMITED,7500000,GURUGRAM
U40109TG2001PLC038231,PIONEER GENCO LIMITED,3800000,HYDERABAD
U40109TG2002PLC038452,LANCO THERMAL POWER LIMITED,700000,WARDHA
U40109TG2002PLC039289,PIONEER POWER CORPORATION LIMITED,3200000,HYDERABAD
U40109TG2005PLC045214,LANCO POWER LIMITED,1000000,GURUGRAM
U40109TG2005PLC046893,SITAPURAM POWER LIMITED,2900000,NALGONDA
U40109TN1995PTC033944,SAMALPATTI POWER COMPANY PRIVATE LIMITED,200000,CHENNAI
U40109TN1995PTC033944,SAMALPATTI POWER COMPANY PRIVATE LIMITED,2200000,CHENNAI
U40109TN1995PTC033944,SAMALPATTI POWER COMPANY PRIVATE LIMITED,700000,KRISHNAGIRI
U40109TN1995PTC033944,SAMALPATTI POWER COMPANY PRIVATE LIMITED,1800000,KRISHNAGIRI
U40109TN1995PTC033944,SAMALPATTI POWER COMPANY PRIVATE LIMITED,2500000,KRISHNAGIRI
U40109TN2008PLC069101,GREEN INFRA BTV LIMITED,100000,SANGLI
U40109TN2008PLC069101,GREEN INFRA BTV LIMITED,100000,SATARA
U40109TN2008PLC069101,GREEN INFRA BTV LIMITED,100000,THENI
U40109TN2008PLC069101,GREEN INFRA BTV LIMITED,800000,THENI
U40109TN2008PLC069101,GREEN INFRA BTV LIMITED,800000,THENI
U40109TN2008PLC069101,GREEN INFRA BTV LIMITED,400000,THENI
U40109TN2008PLC069101,GREEN INFRA BTV LIMITED,100000,UJJAIN
U40109TN2008PLC069101,GREEN INFRA BTV LIMITED,200000,UJJAIN
U40109WB2007SGC113473,WEST BENGALSTATE ELECTRICITY DISTRIBUTION COMPANY LIMITED,200000,BIRBHUM
U40109WB2007SGC113473,WEST BENGALSTATE ELECTRICITY DISTRIBUTION COMPANY LIMITED,500000,DARJEELING
U40109WB2007SGC113473,WEST BENGALSTATE ELECTRICITY DISTRIBUTION COMPANY LIMITED,12300000,DARJEELING
U40109WB2007SGC113473,WEST BENGALSTATE ELECTRICITY DISTRIBUTION COMPANY LIMITED,13200000,DARJEELING
U40109WB2007SGC113473,WEST BENGALSTATE ELECTRICITY DISTRIBUTION COMPANY LIMITED,3000000,HOOGHLY
U40109WB2007SGC113473,WEST BENGALSTATE ELECTRICITY DISTRIBUTION COMPANY LIMITED,300000,JALPAIGURI
U40109WB2007SGC113473,WEST BENGALSTATE ELECTRICITY DISTRIBUTION COMPANY LIMITED,600000,JALPAIGURI
U40109WB2007SGC113473,WEST BENGALSTATE ELECTRICITY DISTRIBUTION COMPANY LIMITED,100000,KOLKATA
U40109WB2007SGC113473,WEST BENGALSTATE ELECTRICITY DISTRIBUTION COMPANY LIMITED,200000,KOLKATA
U40109WB2007SGC113473,WEST BENGALSTATE ELECTRICITY DISTRIBUTION COMPANY LIMITED,100000,NADIA
U40109WB2007SGC113473,WEST BENGALSTATE ELECTRICITY DISTRIBUTION COMPANY LIMITED,400000,PURULIA
U40109WB2007SGC113473,WEST BENGALSTATE ELECTRICITY DISTRIBUTION COMPANY LIMITED,1500000,PURULIA
U40109WB2007SGC113473,WEST BENGALSTATE ELECTRICITY DISTRIBUTION COMPANY LIMITED,500000,PURULIA
U40200MH1995PLC088133,MAHANAGAR GAS LIMITED,46800000,MUMBAI CITY
U40200PN2008FTC135459,T-3 ENERGY SERVICES INDIA PRIVATE LIMITED,2500000,MUMBAI CITY
U40200PN2008FTC135459,T-3 ENERGY SERVICES INDIA PRIVATE LIMITED,4300000,PUNE
U40200PN2008FTC135459,T-3 ENERGY SERVICES INDIA PRIVATE LIMITED,3500000,PUNE
U40200UP2005PLC029538,CENTRAL U.P. GAS LIMITED,1900000,KANPUR NAGAR
U40300DL2001PTC112074,BOKARO POWER SUPPLY COMPANY PRIVATE LIMITED,2000000,BOKARO
U40300DL2010PTC282627,WELSPUN URJA GUJARAT PRIVATE LIMITED,100000,BHARUCH
U40300DL2010PTC282627,WELSPUN URJA GUJARAT PRIVATE LIMITED,100000,BHARUCH
U40300DL2011PTC291527,RENEW POWER VENTURES PRIVATE LIMITED,800000,VARANASI
U40300DL2012PTC236953,RENEW SOLAR POWER PRIVATE LIMITED,600000,KURNOOL
U40300DL2012PTC236953,RENEW SOLAR POWER PRIVATE LIMITED,600000,SOUTH DELHI
U40300GJ1995PLC025082,MONTECARLO LIMITED,1100000,AHMEDABAD
U40300GJ1995PLC025082,MONTECARLO LIMITED,300000,CHENNAI
U40300MH2010PTC204769,SOLARFIELD ENERGY PRIVATE LIMITED,200000,PATAN
U40300MH2010PTC207034,WELSPUN URJA GUJARAT PRIVATE LIMITED,100000,BHARUCH
U40300MH2010PTC207034,WELSPUN URJA GUJARAT PRIVATE LIMITED,100000,BHARUCH
U40300MH2011PTC212505,RENEW POWER VENTURES PRIVATE LIMITED,800000,VARANASI
U40300MH2011PTC220233,TADAS WIND ENERGY PRIVATE LIMITED,500000,LATUR
U40300MH2011PTC220233,TADAS WIND ENERGY PRIVATE LIMITED,500000,MUMBAI CITY
U40300MH2012PTC234746,KHANDKE WIND ENERGY PRIVATE LIMITED,1900000,AHMEDNAGAR
U40300MH2012PTC234746,KHANDKE WIND ENERGY PRIVATE LIMITED,1000000,LATUR
U40300MH2012PTC234746,KHANDKE WIND ENERGY PRIVATE LIMITED,1000000,MUMBAI CITY
U41000MH2007PLC175261,PRAJ HIPURITY SYSTEMS LIMITED,2400000,JALNA
U41000MH2007PLC175261,PRAJ HIPURITY SYSTEMS LIMITED,300000,NAGPUR
U41000MH2007PLC175261,PRAJ HIPURITY SYSTEMS LIMITED,200000,PALGHAR
U41000MH2007PLC175261,PRAJ HIPURITY SYSTEMS LIMITED,200000,PUNE
U41000MH2007PLC175261,PRAJ HIPURITY SYSTEMS LIMITED,3300000,PUNE
U41000TN1975PLC007017,TITANIUM EQUIPMENT & ANODE MANUFACTURING COMPANY LIMITED,400000,CHENNAI
U45001PN1982PTC026507,RDA HOLDINGS PRIVATE LIMITED,200000,PUNE
U45001PN1982PTC026507,RDA HOLDINGS PRIVATE LIMITED,5000000,PUNE
U45101KA1995PTC017669,SALARPURIA PROFIN PRIVATE LIMITED,5400000,KANPUR DEHAT
U45101KA1995PTC017669,SALARPURIA PROFIN PRIVATE LIMITED,2600000,KANPUR DEHAT
U45102GJ1997PLC031906,RELIANCE PORTS AND TERMINALS LIMITED,35000000,PATAN
U45200AP2002PTC040065,GV ESTATES AND HOTELS PRIVATE LIMITED,600000,KRISHNA
U45200AP2003PLC041374,VIZAG IT PARK LIMITED,1100000,VISAKHAPATNAM
U45200AP2005PTC047097,VIJAY NIRMAN COMPANY PRIVATE LIMITED,300000,VISAKHAPATNAM
U45200BR2008SGC013513,BIHAR STATE BUILDING CONSTRUCTION CORPORATION LIMITED,300000,PATNA
U45200BR2008SGC013513,BIHAR STATE BUILDING CONSTRUCTION CORPORATION LIMITED,4000000,PATNA
U45200DL2000PLC151199,PIPAVAV RAILWAY CORPORATION LIMITED,3400000,ALLAHABAD
U45200DL2000PLC151199,PIPAVAV RAILWAY CORPORATION LIMITED,400000,ALLAHABAD
U45200DL2000PLC151199,PIPAVAV RAILWAY CORPORATION LIMITED,300000,AMRELI
U45200DL2000PLC151199,PIPAVAV RAILWAY CORPORATION LIMITED,800000,LUCKNOW
U45200DL2000PLC151199,PIPAVAV RAILWAY CORPORATION LIMITED,800000,SURENDRANAGAR
U45200DL2000PLC151199,PIPAVAV RAILWAY CORPORATION LIMITED,7000000,SURENDRANAGAR
U45200GJ1981PLC004437,M & B ENGINEERING LIMITED,1300000,AHMEDABAD
U45200GJ1981PLC004437,M & B ENGINEERING LIMITED,1600000,AHMEDABAD
U45200GJ2015PTC082484,ESSEM INFRA PRIVATE LIMITED,4900000,AHMEDABAD
U45200KA2008PLC048273,PROVIDENT HOUSING LIMITED,300000,BANGALORE URBAN
U45200MH1968PLC014045,HINDUJA REALTY VENTURES LIMITED,4000000,PALGHAR
U45200MH1968PLC014045,HINDUJA REALTY VENTURES LIMITED,5000000,PALGHAR
U45200MH1974PLC017190,UNIQUE ESTATES DEVELOPMENT COMPANY LIMITED,200000,CHENNAI
U45200MH1974PLC017190,UNIQUE ESTATES DEVELOPMENT COMPANY LIMITED,1100000,COIMBATORE
U45200MH1974PLC017190,UNIQUE ESTATES DEVELOPMENT COMPANY LIMITED,200000,GANDHINAGAR
U45200MH1974PLC017190,UNIQUE ESTATES DEVELOPMENT COMPANY LIMITED,200000,GANDHINAGAR
U45200MH1974PLC017190,UNIQUE ESTATES DEVELOPMENT COMPANY LIMITED,25500000,MUMBAI CITY
U45200MH1974PLC017190,UNIQUE ESTATES DEVELOPMENT COMPANY LIMITED,600000,PUNE
U45200MH1974PLC017190,UNIQUE ESTATES DEVELOPMENT COMPANY LIMITED,200000,RAJKOT
U45200MH1974PLC017190,UNIQUE ESTATES DEVELOPMENT COMPANY LIMITED,1000000,SOLAPUR
U45200MH1974PLC017190,UNIQUE ESTATES DEVELOPMENT COMPANY LIMITED,1000000,SOLAPUR
U45200MH1976PLC019335,AFCONS INFRASTRUCTURE LIMITED,2000000,LUCKNOW
U45200MH1976PLC019335,AFCONS INFRASTRUCTURE LIMITED,1300000,RAIGAD
U45200MH1982PTC026214,WADHWAGROUP HOLDINGS PRIVATE LIMITED,25000000,VALSAD
U45200MH1984PTC033689,UDHAV HOLDINGS PRIVATE LIMITED,900000,MUMBAI CITY
U45200MH1984PTC033689,UDHAV HOLDINGS PRIVATE LIMITED,300000,NASHIK
U45200MH1984PTC033689,UDHAV HOLDINGS PRIVATE LIMITED,400000,NASHIK
U45200MH1987PTC042505,RIDDHI SIDDHI DEVELOPERS PVT LTD,7400000,MUMBAI CITY
U45200MH1987PTC042505,RIDDHI SIDDHI DEVELOPERS PVT LTD,11500000,SURAT
U45200MH1987PTC042505,RIDDHI SIDDHI DEVELOPERS PVT LTD,10500000,SURAT
U45200MH1988PLC050144,KALPATARU LIMITED,8400000,MUMBAI CITY
U45200MH1988PLC050144,KALPATARU LIMITED,1100000,THANE
U45200MH1989PLC050444,SHEBA PROPERTIES LIMITED,1500000,MUMBAI CITY
U45200MH1994PLC259630,L&T HOUSING FINANCE LIMITED,10300000,CUTTACK
U45200MH1994PLC259630,L&T HOUSING FINANCE LIMITED,200000,CUTTACK
U45200MH1994PLC259630,L&T HOUSING FINANCE LIMITED,200000,MUMBAI CITY
U45200MH1994PTC081267,INDRAJIT POWER PRIVATE LIMITED,700000,MUMBAI CITY
U45200MH1994PTC081267,INDRAJIT POWER PRIVATE LIMITED,100000,WARDHA
U45200MH1994PTC081267,INDRAJIT POWER PRIVATE LIMITED,800000,WARDHA
U45200MH1997PLC105125,NAHAR BUILDERS AND DEVELOPERS LIMITED,5000000,JALORE
U45200MH1999PTC117748,INORBIT MALLS (INDIA) PRIVATE LIMITED,400000,MUMBAI CITY
U45200MH2002PTC136271,HAMLET CONSTRUCTIONS (INDIA ) PRIVATE LIMITED,1000000,AHMEDNAGAR
U45200MH2003PTC142869,BKC PROPERTIES PRIVATE LIMITED,2800000,KANPUR DEHAT
U45200MH2003PTC142869,BKC PROPERTIES PRIVATE LIMITED,3700000,KANPUR DEHAT
U45200MH2003PTC142869,BKC PROPERTIES PRIVATE LIMITED,100000,PUNE
U45200MH2003PTC143332,KHYATI REALTORS PRIVATE LIMITED,1400000,NASHIK
U45200MH2003PTC143332,KHYATI REALTORS PRIVATE LIMITED,1500000,NASHIK
U45200MH2003PTC143332,KHYATI REALTORS PRIVATE LIMITED,1500000,NASHIK
U45200MH2004PTC144258,MHAISKAR INFRASTRUCTURE PRIVATE LIMITED,25000000,NAGPUR
U45200MH2004PTC146419,ARTI PROPERTIES PRIVATE LIMITED,1100000,KANPUR DEHAT
U45200MH2004PTC146419,ARTI PROPERTIES PRIVATE LIMITED,2900000,MUMBAI CITY
U45200MH2005PTC152912,E-CITY REAL ESTATES PRIVATE LIMITED,500000,CHENNAI
U45200MH2005PTC152912,E-CITY REAL ESTATES PRIVATE LIMITED,300000,SOLAN
U45200MH2005PTC154628,TVS INFRASTRUCTURE PRIVATE LIMITED,500000,PUNE
U45200MH2005PTC155055,BRIGHTSTAR INFRASTRUCTURE PRIVATE LIMITED,600000,BHOPAL
U45200MH2005PTC155055,BRIGHTSTAR INFRASTRUCTURE PRIVATE LIMITED,700000,BHOPAL
U45200MH2005PTC155055,BRIGHTSTAR INFRASTRUCTURE PRIVATE LIMITED,100000,CHENNAI
U45200MH2005PTC155055,BRIGHTSTAR INFRASTRUCTURE PRIVATE LIMITED,300000,INDORE
U45200MH2005PTC155055,BRIGHTSTAR INFRASTRUCTURE PRIVATE LIMITED,600000,INDORE
U45200MH2005PTC155055,BRIGHTSTAR INFRASTRUCTURE PRIVATE LIMITED,100000,INDORE
U45200MH2005PTC155055,BRIGHTSTAR INFRASTRUCTURE PRIVATE LIMITED,100000,UJJAIN
U45200MH2006PLC161268,JSW INFRASTRUCTURE LIMITED,7900000,PALGHAR
U45200MH2006PLC161268,JSW INFRASTRUCTURE LIMITED,2300000,RATNAGIRI
U45200MH2006PLC161268,JSW INFRASTRUCTURE LIMITED,1600000,RATNAGIRI
U45200MH2006PLC161268,JSW INFRASTRUCTURE LIMITED,3700000,RATNAGIRI
U45200MH2006PLC161268,JSW INFRASTRUCTURE LIMITED,600000,THANE
U45200MH2008PLC185622,UNDERWATER SERVICES COMPANY LIMITED,2800000,MUMBAI CITY
U45200MH2011PLC224438,CALLISTA REALTY LIMITED,2400000,COIMBATORE
U45200PN2005PTC139812,PANCHSHIL TECHPARK PRIVATE LIMITED,1200000,SOLAPUR
U45200TG1992PTC015115,MY HOME CONSTRUCTIONS PRIVATE LIMITED,5000000,HYDERABAD
U45200TG1992PTC015115,MY HOME CONSTRUCTIONS PRIVATE LIMITED,300000,RANGA REDDY
U45200TG1992PTC015115,MY HOME CONSTRUCTIONS PRIVATE LIMITED,8000000,WEST GODAVARI
U45200TG2004PLC044828,PIONEER BUILDERRS LIMITED,10000000,HYDERABAD
U45200TG2005PTC045035,SSPDL VENTURES PRIVATE LIMITED,400000,ADILABAD
U45200TG2005PTC045035,SSPDL VENTURES PRIVATE LIMITED,500000,HYDERABAD
U45200TG2006PTC049680,APARNA INFRAHOUSING PRIVATE LIMITED (PART IX ),1800000,RANGA REDDY
U45200TG2006PTC049680,APARNA INFRAHOUSING PRIVATE LIMITED (PART IX ),3600000,RANGA REDDY
U45200TN2008PLC066292,MAHINDRA RESIDENTIAL DEVELOPERS LIMITED,4200000,CHENNAI
U45200TN2008PLC066292,MAHINDRA RESIDENTIAL DEVELOPERS LIMITED,2300000,CHENNAI
U45200TN2008PLC066292,MAHINDRA RESIDENTIAL DEVELOPERS LIMITED,2200000,VARANASI
U45200TN2010PLC075953,EMERALD HAVEN REALTY LIMITED,58600000,SOLAN
U45200WB1987PTC042478,RSM BUILDERS & SECURITIES PRIVATE LIMITED,1100000,DEOGHAR
U45200WB1987PTC042478,RSM BUILDERS & SECURITIES PRIVATE LIMITED,1000000,KOLKATA
U45200WB1987PTC042478,RSM BUILDERS & SECURITIES PRIVATE LIMITED,500000,KOLKATA
U45200WB2006PTC111702,EDEN REAL ESTATES PRIVATE LIMITED,900000,KOLKATA
U45201CT1997PTC012395,AVINASH DEVELOPERS PRIVATE LIMITED,400000,RAIPUR
U45201CT1997PTC012395,AVINASH DEVELOPERS PRIVATE LIMITED,700000,RAIPUR
U45201DL1984PLC181590,SHREE NIRMAN LTD,200000,CENTRAL DELHI
U45201DL1984PLC181590,SHREE NIRMAN LTD,200000,TIRUCHIRAPPALLI
U45201DL1987PLC128579,VARINDERA CONSTRUCTIONS LIMITED,500000,PITHORAGARH
U45201DL1988ULT031092,SIDHANT HOUSING AND DEVELOPMENT COMPANY (PVT.CO.WITH ULT LIAB),1000000,GURUGRAM
U45201DL1996PLC083475,ATS INFRASTRUCTURE LIMITED,8300000,NEW DELHI
U45201DL1996PTC079069,MITSUBISHI CORPORATION INDIA PRIVATE LIMITED,1700000,KOLKATA
U45201DL1999PLC195937,PNC INFRATECH LIMITED,9500000,AGRA
U45201DL1999PTC101984,RAJESH PROJECTS (INDIA) PRIVATE LIMITED,2100000,BHAGALPUR
U45201DL2000PTC195030,PALIWAL INFRASTRUCTURE PRIVATE LIMITED,2000000,PANIPAT
U45201DL2000PTC195030,PALIWAL INFRASTRUCTURE PRIVATE LIMITED,2800000,PANIPAT
U45201DL2003PLC121804,JKM INFRA PROJECTS LIMITED,2600000,NEW DELHI
U45201DL2003PTC120389,CHIRAG ASSOCAITES PRIVATE LIMITED,700000,AURANGABAD
U45201DL2003PTC120389,CHIRAG ASSOCAITES PRIVATE LIMITED,400000,CENTRAL DELHI
U45201DL2003PTC120389,CHIRAG ASSOCAITES PRIVATE LIMITED,800000,SOUTH DELHI
U45201DL2004PTC124321,VITAL CONSTRUCTION PRIVATE LIMITED,400000,GURUGRAM
U45201DL2006PTC147392,DLF ASSETS PRIVATE LIMITED,3600000,GURUGRAM
U45201DL2006PTC147392,DLF ASSETS PRIVATE LIMITED,1000000,JAMMU
U45201DL2006PTC147392,DLF ASSETS PRIVATE LIMITED,100000,NEW DELHI
U45201DL2006PTC147392,DLF ASSETS PRIVATE LIMITED,2600000,NEW DELHI
U45201DL2006PTC147392,DLF ASSETS PRIVATE LIMITED,900000,PANCHKULA
U45201GJ1995PTC026067,ADANI PROPERTIES PRIVATE LIMITED,800000,AHMEDABAD
U45201GJ1997PTC031452,DIAMOND INFRASTRUCTURE PRIVATE LIMITED,1900000,KHEDA
U45201GJ1998PLC034638,M.S. KHURANA ENGINEERING LIMITED,1500000,AHMEDABAD
U45201GJ1998PLC034638,M.S. KHURANA ENGINEERING LIMITED,1500000,AHMEDABAD
U45201GJ1998PLC035047,DAHEJ HARBOUR AND INFRASTRUCTURE LIMITED,3000000,BHARUCH
U45201GJ2000PLC038035,CREATIVE INFOCITY LIMITED,1000000,MEHSANA
U45201GJ2002PTC041055,MAHESHWARI (THALTEJ) COMPLEX PRIVATE LIMITED,3100000,AHMEDABAD
U45201GJ2002PTC041055,MAHESHWARI (THALTEJ) COMPLEX PRIVATE LIMITED,2800000,AHMEDABAD
U45201GJ2006PTC066449,ADANI INFRASTRUCTURE AND DEVELOPERS PRIVATE LIMITED,800000,AHMEDABAD
U45201KA1993PTC014334,YOGA BUILDERS PRIVATE LIMITED,1000000,KANPUR DEHAT
U45201KA1993PTC014334,YOGA BUILDERS PRIVATE LIMITED,1100000,KANPUR DEHAT
U45201KA1993PTC014334,YOGA BUILDERS PRIVATE LIMITED,1100000,KANPUR DEHAT
U45201KA2008PLC047441,STARWORTH INFRASTRUCTURE & CONSTRUCTION LIMITED,3500000,BANGALORE RURAL
U45201MH2008PLC181582,AAP REALTORS LIMITED,300000,NASHIK
U45201MH2011PLC215760,ASHOKA CONCESSIONS LIMITED,200000,NASHIK
U45201MP2006PLC018689,DILIP BUILDCON LIMITED,300000,BHOPAL
U45201MP2006PLC018689,DILIP BUILDCON LIMITED,500000,BHOPAL
U45201MP2006PLC018689,DILIP BUILDCON LIMITED,500000,MUMBAI CITY
U45201OR1962SGC000433,THE INDUSTRIAL DEVELOPMENT CORPORATION OF ODISHA LIMITED,200000,KHORDHA
U45201PN1994PTC077340,B. G. SHIRKE CONSTRUCTION TECHNOLOGY PRIVATE LIMITED,900000,DHOLPUR
U45201PN1994PTC077340,B. G. SHIRKE CONSTRUCTION TECHNOLOGY PRIVATE LIMITED,100000,KOLKATA
U45201PN1994PTC077340,B. G. SHIRKE CONSTRUCTION TECHNOLOGY PRIVATE LIMITED,3000000,PUNE
U45201PN1994PTC077340,B. G. SHIRKE CONSTRUCTION TECHNOLOGY PRIVATE LIMITED,2000000,PUNE
U45201PN1994PTC077758,ROHAN BUILDERS (INDIA) PRIVATE LIMITED,1900000,PUNE
U45201PN1994PTC077758,ROHAN BUILDERS (INDIA) PRIVATE LIMITED,1900000,PUNE
U45201PN1994PTC077758,ROHAN BUILDERS (INDIA) PRIVATE LIMITED,1600000,PUNE
U45201PN1994PTC077841,KEWAL REAL ESTATE DEVELOPERS PRIVATE LIMITED,400000,PUNE
U45201PN1994PTC077841,KEWAL REAL ESTATE DEVELOPERS PRIVATE LIMITED,800000,PUNE
U45201PN1994PTC078015,BEVERLY HILLS REALTY PRIVATE LIMITED,1200000,PUNE
U45201PN1994PTC078015,BEVERLY HILLS REALTY PRIVATE LIMITED,1200000,PUNE
U45201RJ2007PTC023820,ARG DEVELOPERS PRIVATE LIMITED,800000,JAIPUR
U45201RJ2007PTC023820,ARG DEVELOPERS PRIVATE LIMITED,1500000,JAIPUR
U45201RJ2008PLC026256,MANGLAM BUILD-DEVELOPERS LIMITED,5900000,JAIPUR
U45201RJ2008PLC026256,MANGLAM BUILD-DEVELOPERS LIMITED,1600000,JAIPUR
U45201TG1993PLC057762,DHARTI DREDGING AND INFRASTRUCTURE LIMITED,500000,HYDERABAD
U45201TG1993PLC057762,DHARTI DREDGING AND INFRASTRUCTURE LIMITED,600000,HYDERABAD
U45201TG1997PLC028680,GVPR ENGINEERS LIMITED,100000,HYDERABAD
U45201TG1997PLC028680,GVPR ENGINEERS LIMITED,200000,HYDERABAD
U45201TG1997PLC028680,GVPR ENGINEERS LIMITED,7800000,KADAPA
U45201TN1984PTC011031,G K SHETTY BUILDERS PRIVATE LIMITED,1900000,CHENNAI
U45201TN1989PTC018150,AMPA HOUSING DEVELOPMENT PRIVATE LIMITED,400000,CHENNAI
U45201TN1989PTC018150,AMPA HOUSING DEVELOPMENT PRIVATE LIMITED,500000,SIVAGANGA
U45201TN1997PTC037742,TRUE VALUE HOMES (INDIA) PRIVATE LIMITED,2400000,CHENNAI
U45201TN1997PTC037742,TRUE VALUE HOMES (INDIA) PRIVATE LIMITED,2400000,CHENNAI
U45201TN2006PTC060727,TEN SQUARE PROPERTY DEVELOPERS PRIVATE LIMITED,1100000,HYDERABAD
U45201TZ1988PTC002113,AEROSPACE MATERIALS PRIVATE LIMITED,1900000,COIMBATORE
U45201TZ1988PTC002113,AEROSPACE MATERIALS PRIVATE LIMITED,900000,COIMBATORE
U45201UP1987SGC008642,UTTAR PRADESH POLICE AVAS NIGAM LIMITED,300000,LUCKNOW
U45201UP1987SGC008642,UTTAR PRADESH POLICE AVAS NIGAM LIMITED,600000,LUCKNOW
U45201WB1995PLC067263,BENGAL NRI COMPLEX LTD.,5800000,KOLKATA
U45201WB1995PLC067263,BENGAL NRI COMPLEX LTD.,2500000,KOLKATA
U45201WB2001PLC092763,RBA PROPERTIES LIMITED,900000,KOLKATA
U45201WB2001PLC092763,RBA PROPERTIES LIMITED,3000000,KOLKATA
U45201WB2001PLC092763,RBA PROPERTIES LIMITED,1500000,KOLKATA
U45201WB2001PLC092766,RSM ESTATES LIMITED,1100000,KOLKATA
U45201WB2001PLC092766,RSM ESTATES LIMITED,2000000,KOLKATA
U45201WB2001PLC092766,RSM ESTATES LIMITED,2000000,KOLKATA
U45201WB2001PTC109652,SECOND VIVEKANANDA BRIDGE TOLLWAY COMPANY PRIVATE LIMITED,4500000,KOLKATA
U45201WB2003PTC097318,SEQUENCE PROPERTIES PRIVATE LIMITED,1100000,KANPUR DEHAT
U45201WB2003PTC097318,SEQUENCE PROPERTIES PRIVATE LIMITED,2200000,KANPUR DEHAT
U45201WB2005PTC102967,RAJLAXMI GRIHA NIRMAN PRIVATE LIMITED,1700000,KOLKATA
U45202DL1957GOI002752,NATIONAL PROJECTS CONSTRUCTION CORPORATION LIMITED,900000,MEERUT
U45202HR2004PLC035288,DLF INFO CITY DEVELOPERS KOLKATA LIMITED,400000,SONIPAT
U45202KA1996PTC020790,TOTAL ENVIRONMENT BUILDING SYSTEMS PRIVATE LIMITED,2700000,BANGALORE RURAL
U45202KA2005PTC037407,BHORUKA PARK PRIVATE LIMITED,1500000,BANGALORE RURAL
U45202KA2008PTC047083,MFAR DEVELOPERS PRIVATE LIMITED,100000,BANGALORE RURAL
U45202KA2008PTC047083,MFAR DEVELOPERS PRIVATE LIMITED,1600000,BANGALORE URBAN
U45202KA2008PTC047083,MFAR DEVELOPERS PRIVATE LIMITED,2100000,CHENNAI
U45202KA2008PTC047156,VBHC VALUE HOMES PRIVATE LIMITED,500000,BANGALORE RURAL
U45202MH1982PTC028492,DOSTI LAND DEVELOPERS PVT LTD,500000,MUMBAI CITY
U45202MH1993PLC074836,OBEROI CONSTRUCTIONS LIMITED,2900000,MUMBAI CITY
U45202MH1997PTC109832,SHASHBINDU CONSTRUCTIONS PRIVATE LIMITED,1100000,PUNE
U45202MH1997PTC109832,SHASHBINDU CONSTRUCTIONS PRIVATE LIMITED,600000,PUNE
