CIN,COMPANY,AMOUNT,DISTRICT
U27107RJ1970PTC001305,MAN STRUCTURALS PRIVATE LIMITED,200000,JAIPUR
U27108WB1995PLC071253,APEEJAY TEA LIMITED,3000000,SONITPUR
U27108WB1995PLC071253,APEEJAY TEA LIMITED,1500000,SONITPUR
U27108WB1995PLC071253,APEEJAY TEA LIMITED,2000000,TINSUKIA
U27108WB1995PLC071253,APEEJAY TEA LIMITED,1500000,TINSUKIA
U27109CT2004PTC016643,CREST STEEL AND POWER PRIVATE LIMITED,4900000,DURG
U27109DL1970GOI117585,ENGINEERING PROJECTS (INDIA) LIMITED,100000,JABALPUR
U27109DL1970GOI117585,ENGINEERING PROJECTS (INDIA) LIMITED,700000,PILIBHIT
U27109DL1982PLC084678,JBM INDUSTRIES LIMITED,3000000,PANCHKULA
U27109GJ1993PTC019784,INTOLCAST PVT LTD,1900000,JUNAGADH
U27109GJ1993PTC019784,INTOLCAST PVT LTD,5300000,RAJKOT
U27109GJ1993PTC019784,INTOLCAST PVT LTD,1500000,SURENDRANAGAR
U27109KA1999PTC025888,TAEGUTEC INDIA PRIVATE LIMITED,9600000,BANGALORE URBAN
U27109MH2006PTC161325,ROTHE ERDE INDIA PRIVATE LIMITED,3500000,NASHIK
U27109MH2006PTC161325,ROTHE ERDE INDIA PRIVATE LIMITED,3600000,NASHIK
U27109OR1982GOI001050,NEELACHAL ISPAT NIGAM LTD,100000,DHENKANAL
U27109OR1982GOI001050,NEELACHAL ISPAT NIGAM LTD,100000,PURI
U27109OR2004PLC009683,T S ALLOYS LIMITED,2300000,CUTTACK
U27109OR2004PLC009683,T S ALLOYS LIMITED,100000,CUTTACK
U27109PB1993PLC014037,AARTI INTERNATIONAL LIMITED,7400000,LUDHIANA
U27109PB1993PLC014037,AARTI INTERNATIONAL LIMITED,1700000,LUDHIANA
U27109PB1993PLC014037,AARTI INTERNATIONAL LIMITED,1700000,LUDHIANA
U27109TG2002PLC038726,KOYA AND COMPANY CONSTRUCTION LIMITED,400000,HYDERABAD
U27109TG2002PLC038726,KOYA AND COMPANY CONSTRUCTION LIMITED,500000,HYDERABAD
U27109TZ1979SGC000834,TAMILNADU MAGNESITE LIMITED,2200000,SALEM
U27109TZ1979SGC000834,TAMILNADU MAGNESITE LIMITED,700000,SALEM
U27109TZ1991PLC003510,ADWAITH LAKSHMI INDUSTRIES LIMITED,300000,CHENNAI
U27109TZ1991PLC003510,ADWAITH LAKSHMI INDUSTRIES LIMITED,300000,CHENNAI
U27109TZ1991PLC003510,ADWAITH LAKSHMI INDUSTRIES LIMITED,1100000,COIMBATORE
U27109TZ1991PLC003510,ADWAITH LAKSHMI INDUSTRIES LIMITED,300000,COIMBATORE
U27109TZ1992PLC003873,ANUGRAHA VALVE CASTINGS LIMITED,1500000,CHENNAI
U27109TZ1992PLC003873,ANUGRAHA VALVE CASTINGS LIMITED,2100000,COIMBATORE
U27109TZ1992PLC003873,ANUGRAHA VALVE CASTINGS LIMITED,1500000,COIMBATORE
U27109TZ2008FTC017737,RENOLD CHAIN INDIA PRIVATE LIMITED,1500000,DINDIGUL
U27109WB1931PLC007010,EUREKA FORBES LTD,4000000,MUMBAI CITY
U27109WB1995PLC071548,SHYAM FERRO ALLOYS LTD.,3000000,KOLKATA
U27109WB1995PLC071548,SHYAM FERRO ALLOYS LTD.,2000000,KOLKATA
U27109WB1996PLC082138,MSP METALLICS LIMITED,1500000,JHARSUGUDA
U27109WB1996PLC082138,MSP METALLICS LIMITED,7700000,JHARSUGUDA
U27109WB2003PLC097108,BMA STAINLESS LIMITED,3400000,KOLKATA
U27109WB2003PLC097108,BMA STAINLESS LIMITED,800000,KOLKATA
U27200HR2007PLC037927,UTTAM GALVA METALLICS LIMITED,80700000,WARDHA
U27200MH1998PTC114831,MSS INDIA PRIVATE LIMITED,3500000,NASHIK
U27200MH1998PTC114831,MSS INDIA PRIVATE LIMITED,2600000,NASHIK
U27201KA1973PLC002307,MAINI PRECISION PRODUCTS LIMITED,3200000,MYSORE
U27201KA1973PLC002307,MAINI PRECISION PRODUCTS LIMITED,1900000,MYSORE
U27202DL1985PLC021690,R. L. STEELS & ENERGY LIMITED.,300000,AURANGABAD
U27203KL2005PTC018923,ANNA ALUMINIUM COMPANY PRIVATE LIMITED,900000,ERNAKULAM
U27203KL2005PTC018923,ANNA ALUMINIUM COMPANY PRIVATE LIMITED,1000000,ERNAKULAM
U27205HR1982PLC014609,TEX CORP LIMITED,2300000,GURUGRAM
U27205HR2013PLC049963,JINDAL STAINLESS (HISAR) LIMITED,6700000,HISAR
U27209TN1935PTC002515,THIAGARAJAR MILLS PRIVATE LIMITED,6200000,MADURAI
U27209TN1977SGC007291,ELECTRONICS CORPORATION OF TAMILNADU LIMITED,1500000,CHENNAI
U27300DL1995PLC073456,SONA BLW PRECISION FORGINGS LIMITED,300000,NEW DELHI
U27300DL1995PLC073456,SONA BLW PRECISION FORGINGS LIMITED,500000,NEW DELHI
U27300HR1991PTC031378,A G INDUSTRIES PVT LTD,1600000,HARIDWAR
U27300HR1991PTC031378,A G INDUSTRIES PVT LTD,5000000,NAGPUR
U27300HR1991PTC031378,A G INDUSTRIES PVT LTD,1900000,NEW DELHI
U27300HR1991PTC031378,A G INDUSTRIES PVT LTD,500000,VADODARA
U27310DL1977PLC008630,SUPER AUTO INDIA LIMITED,1100000,FARIDABAD
U27310DL1977PLC008630,SUPER AUTO INDIA LIMITED,1000000,HARIDWAR
U27310GJ1987PTC010182,INTRICAST PRIVATE LIMITED,1000000,AHMEDABAD
U27310GJ1987PTC010182,INTRICAST PRIVATE LIMITED,1000000,RAJKOT
U27310GJ1987PTC010182,INTRICAST PRIVATE LIMITED,1000000,RAJKOT
U27310GJ1987PTC010182,INTRICAST PRIVATE LIMITED,2000000,SURAT
U27310GJ1987PTC010182,INTRICAST PRIVATE LIMITED,700000,SURENDRANAGAR
U27310HR2008PTC042218,MMTC - PAMP INDIA PRIVATE LIMITED,15100000,MEWAT
U27310HR2008PTC042218,MMTC - PAMP INDIA PRIVATE LIMITED,18700000,MEWAT
U27310HR2008PTC042218,MMTC - PAMP INDIA PRIVATE LIMITED,4400000,MEWAT
U27310HR2008PTC042218,MMTC - PAMP INDIA PRIVATE LIMITED,3900000,NEW DELHI
U27310HR2008PTC042218,MMTC - PAMP INDIA PRIVATE LIMITED,1000000,PALWAL
U27310WB1920GOI003601,BRIDGE & ROOF CO (INDIA) LTD,1100000,COIMBATORE
U27310WB1920GOI003601,BRIDGE & ROOF CO (INDIA) LTD,500000,COIMBATORE
U27310WB1920GOI003601,BRIDGE & ROOF CO (INDIA) LTD,500000,HOWRAH
U27310WB1920GOI003601,BRIDGE & ROOF CO (INDIA) LTD,3400000,HOWRAH
U27310WB1920GOI003601,BRIDGE & ROOF CO (INDIA) LTD,100000,KOLKATA
U27310WB1920GOI003601,BRIDGE & ROOF CO (INDIA) LTD,200000,KOLKATA
U27310WB1920GOI003601,BRIDGE & ROOF CO (INDIA) LTD,1200000,PURULIA
U27310WB1920GOI003601,BRIDGE & ROOF CO (INDIA) LTD,300000,RANCHI
U27310WB1920GOI003601,BRIDGE & ROOF CO (INDIA) LTD,300000,RANCHI
U27310WB2005PLC103148,GPT CASTINGS LIMITED,1200000,KOLKATA
U27320GJ2004PLC044926,TAMBOLI CASTINGS LIMITED,1600000,BHAVNAGAR
U27320PN2011PLC141743,BARAMATI SPECIALITY STEELS LIMITED,400000,PUNE
U27320WB1964GOI026211,MSTC LIMITED,500000,HOWRAH
U27320WB1964GOI026211,MSTC LIMITED,400000,KAMRUP
U27320WB1964GOI026211,MSTC LIMITED,1000000,KOLKATA
U27320WB1964GOI026211,MSTC LIMITED,900000,MURSHIDABAD
U28100MH1920PTC000807,UNITED MOTORS (INDIA) PRIVATE LIMITED,1800000,RAIGAD
U28111RJ2008PTC026385,TOYODA GOSEI MINDA INDIA PRIVATE LIMITED,400000,ALWAR
U28113MH1960PLC011575,NICHROME INDIA LIMITED,600000,PUNE
U28113TN2010PTC075244,FLOMETALLIC INDIA PRIVATE LIMITED,500000,BHARUCH
U28120MH2000PTC128675,CHENNAI CONTAINER TERMINAL PRIVATE LIMITED,2600000,CHENNAI
U28120MH2000PTC128675,CHENNAI CONTAINER TERMINAL PRIVATE LIMITED,600000,JAMMU
U28129MH1986PTC041011,MARINE CONTAINER SERVICES (INDIA) PRIVATE LIMITED,3000000,DHULE
U28129MH1986PTC041011,MARINE CONTAINER SERVICES (INDIA) PRIVATE LIMITED,3000000,DHULE
U28129MH1986PTC041011,MARINE CONTAINER SERVICES (INDIA) PRIVATE LIMITED,6000000,DHULE
U28129MH1986PTC041011,MARINE CONTAINER SERVICES (INDIA) PRIVATE LIMITED,100000,KURUKSHETRA
