,Unnamed: 0,Constituency,state,Type,Margin %,isMPMinister,centerAlignment,stateAlignment,rs_min_mplad_district,is_backward,ministry_comp_intersection,amount,non_backward,not_aligned,Total,Totalcsr
478,478,SIVAGANGA,TAMIL NADU,GEN,22.3,0.0,0,1,0,0,0,300000000,1,0,17,0.0
479,479,SIWAN,BIHAR,GEN,12.9,0.0,1,1,0,0,0,0,1,0,0,0.0
480,480,SOLAPUR,MAHARASHTRA,SC,15.7,0.0,1,1,0,0,0,960000000,1,0,34,2.0
481,481,SONIPAT,HARYANA,GEN,7.9,0.0,1,1,0,0,0,10360000000,1,0,15,0.0
482,482,SOUTH DELHI,DELHI,GEN,9.7,0.0,1,0,0,0,0,5400000000,1,0,34,4.0
483,483,SOUTH GOA,GOA,GEN,7.9,0.0,1,1,0,0,0,1340000000,1,0,118,1.0
484,484,SREERAMPUR,WEST BENGAL,GEN,11.8,0.0,0,1,0,0,0,1330000000,1,0,107,3.0
485,485,SRIKAKULAM,ANDHRA PRADESH,GEN,12.1,0.0,1,1,0,0,0,5970000000,1,0,25,2.0
486,486,SRINAGAR,JAMMU AND KASHMIR,GEN,13.5,0.0,0,0,0,0,0,16420000000,1,1,0,0.0
487,487,SRIPERUMBUDUR,TAMIL NADU,GEN,8.0,0.0,0,1,0,0,0,800000000,1,0,264,1.0
488,488,SULTANPUR,UTTAR PRADESH,GEN,18.5,0.0,1,0,0,0,0,100000000,1,0,6,0.0
489,489,SUNDARGARH,ODISHA,ST,1.9,1.0,1,0,0,0,0,0,1,0,29,0.0
490,490,SUPAUL,BIHAR,GEN,6.1,0.0,0,0,0,0,0,0,1,1,1,0.0
491,491,SURAT,GUJARAT,GEN,56.2,0.0,1,1,0,0,0,21930000000,1,0,338,6.0
492,492,SURENDRANAGAR,GUJARAT,GEN,21.5,0.0,1,1,0,0,0,2950000000,1,0,6,0.0
493,493,SURGUJA,CHHATTISGARH,ST,12.4,0.0,1,1,0,0,0,650000000,1,0,4,0.0
494,494,TAMLUK,WEST BENGAL,GEN,18.4,0.0,0,1,0,0,0,0,1,0,0,0.0
495,495,TEHRI GARHWAL,UTTARAKHAND,GEN,24.8,0.0,1,0,0,0,0,33850000000,1,0,106,1.0
496,496,TENKASI,TAMIL NADU,SC,15.9,0.0,0,1,0,1,0,6790000000,0,0,84,2.0
497,497,TEZPUR,ASSAM,GEN,8.8,0.0,1,0,0,0,0,12290000000,1,0,11,0.0
498,498,THANE,MAHARASHTRA,GEN,26.7,0.0,1,1,0,0,0,18690000000,1,0,335,14.0
499,499,THANJAVUR,TAMIL NADU,GEN,14.2,0.0,0,1,0,0,0,5490000000,1,0,5,1.0
500,500,THENI,TAMIL NADU,GEN,29.2,0.0,0,1,0,0,0,2740000000,1,0,22,2.0
501,501,THIRUVANANTHAPURAM,KERALA,GEN,1.8,0.0,0,1,0,0,0,2640000000,1,0,5,2.0
502,502,THOOTHUKKUDI,TAMIL NADU,GEN,13.5,0.0,0,1,0,0,0,2540000000,1,0,21,2.0
503,503,THRISSUR,KERALA,GEN,4.2,0.0,0,0,0,0,0,5460000000,1,1,5,2.0
504,504,TIKAMGARH,MADHYA PRADESH,SC,27.2,0.0,1,1,0,1,0,0,0,0,1,0.0
505,505,TIRUCHIRAPPALLI,TAMIL NADU,GEN,15.2,0.0,0,1,0,0,0,2740000000,1,0,18,0.0
506,506,TIRUNELVELI,TAMIL NADU,GEN,13.1,0.0,0,1,0,0,0,5180000000,1,0,78,0.0
507,507,TIRUPATI,ANDHRA PRADESH,SC,3.1,0.0,0,0,0,0,0,7470000000,1,1,54,4.0
508,508,TIRUPPUR,TAMIL NADU,GEN,17.1,0.0,0,1,0,0,0,790000000,1,0,19,1.0
509,509,TIRUVALLUR,TAMIL NADU,SC,25.8,0.0,0,1,0,0,0,60000000,1,0,134,1.0
510,510,TIRUVANNAMALAI,TAMIL NADU,GEN,15.8,0.0,0,1,0,0,0,216390000000,1,0,32,1.0
511,511,TONK-SAWAI MADHOPUR,RAJASTHAN,GEN,13.0,0.0,1,1,0,0,0,130000000,1,0,9,0.0
512,512,TRIPURA EAST,TRIPURA,ST,50.9,0.0,0,1,0,1,0,1020000000,0,0,0,0.0
513,513,TRIPURA WEST,TRIPURA,GEN,46.9,0.0,0,1,0,0,0,800000000,1,0,0,0.0
514,514,TUMKUR,KARNATAKA,GEN,6.7,0.0,0,1,0,0,0,2100000000,1,0,8,2.0
515,515,TURA,MEGHALAYA,ST,8.7,0.0,1,0,0,0,0,0,1,0,0,0.0
516,516,UDAIPUR,RAJASTHAN,ST,19.8,0.0,1,1,0,0,0,3250000000,1,0,12,1.0
517,517,UDHAMPUR,JAMMU AND KASHMIR,GEN,5.9,1.0,1,0,0,0,1,70000000,1,0,3,1.0
518,518,UDUPI CHIKMAGALUR,KARNATAKA,GEN,17.6,0.0,1,0,0,0,0,2550000000,1,0,13,1.0
519,519,UJIARPUR,BIHAR,GEN,7.0,0.0,1,1,0,0,0,0,1,0,7,0.0
520,520,UJJAIN,MADHYA PRADESH,SC,30.5,0.0,1,1,1,0,0,990000000,1,0,18,1.0
521,521,ULUBERIA,WEST BENGAL,GEN,17.0,0.0,0,1,0,0,0,570000000,1,0,79,3.0
522,522,UNNAO,UTTAR PRADESH,GEN,25.8,0.0,1,0,0,0,0,180000000,1,0,6,0.0
523,523,UTTARA KANNADA,KARNATAKA,GEN,14.1,0.0,1,0,0,0,0,640000000,1,0,37,1.0
524,524,VADAKARA,KERALA,GEN,0.3,0.0,0,1,0,0,0,560000000,1,0,1,0.0
525,525,VADODARA,GUJARAT,GEN,49.1,0.0,1,1,0,0,0,9190000000,1,0,372,9.0
526,526,VAISHALI,BIHAR,GEN,10.7,0.0,1,0,0,1,0,2460000000,0,0,9,0.0
527,527,VALMIKI NAGAR,BIHAR,GEN,13.1,0.0,1,1,0,0,0,0,1,0,0,0.0
528,528,VALSAD,GUJARAT,ST,18.5,0.0,1,1,0,0,0,6150000000,1,0,127,3.0
529,529,VARANASI,UTTAR PRADESH,GEN,36.1,1.0,1,0,0,0,1,4350000000,1,0,11,2.0
530,530,VELLORE,TAMIL NADU,GEN,6.1,0.0,0,1,0,0,0,216040000000,1,0,27,1.0
531,531,VIDISHA,MADHYA PRADESH,GEN,38.3,1.0,1,1,0,1,1,8580000000,0,0,111,5.0
532,532,VIJAYAWADA,ANDHRA PRADESH,GEN,6.3,0.0,1,1,1,0,0,6760000000,1,0,27,1.0
533,533,VILUPPURAM,TAMIL NADU,SC,18.1,0.0,0,1,0,0,0,0,1,0,14,0.0
534,534,VIRUDHUNAGAR,TAMIL NADU,GEN,14.4,0.0,0,1,0,1,0,4190000000,0,0,25,4.0
535,535,VISAKHAPATNAM,ANDHRA PRADESH,GEN,7.8,0.0,1,0,0,1,0,30420000000,0,0,136,6.0
536,536,VIZIANAGARAM,ANDHRA PRADESH,GEN,9.5,1.0,1,1,0,1,1,5970000000,0,0,47,2.0
537,537,WARDHA,MAHARASHTRA,GEN,21.3,0.0,1,1,0,0,0,15050000000,1,0,7,0.0
538,538,WAYANAD,KERALA,GEN,2.3,0.0,0,1,0,1,0,950000000,0,0,0,0.0
539,539,WEST DELHI,DELHI,GEN,19.9,0.0,1,0,0,0,0,49790000000,1,0,4,0.0
540,540,YAVATMAL-WASHIM,MAHARASHTRA,GEN,9.1,0.0,1,1,0,0,0,20000000,1,0,1,0.0
541,541,ZAHIRABAD,TELANGANA,GEN,13.2,0.0,0,1,0,0,0,3510000000,1,0,112,3.0
